MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen
	GAS Liander	Nieuwe Hoogstraat	1011HD	1011HD	AMSTERDAM	GAS	KVB	40	100.0	55.0	95	G4	1163	0.0	52.5	
	Liander N.V. (NW)	Nieuwe Hoogstraat	1011HE	1011HE	AMSTERDAM	ELK	KVB	19	100.0	100.0	47	1x35	6309	63.16	57.89	1.1
	GAS Liander	Nieuwe Hoogstraat	1011HE	1011HE	AMSTERDAM	GAS	KVB	18	100.0	100.0	94	G4	1329	0.0	61.11	
	GAS Liander	Nieuwe Hoogstraat	1011HG	1011HG	AMSTERDAM	GAS	KVB	26	100.0	100.0	88	G4	976	0.0	96.15	
	Liander N.V. (NW)	Nieuwe Hoogstraat	1011HG	1011HG	AMSTERDAM	ELK	KVB	28	100.0	100.0	68	1x25	6240	96.43	96.43	1.0
	Liander N.V. (NW)	Onkelboerensteeg	1011HH	1011HH	AMSTERDAM	ELK	KVB	22	100.0	100.0	77	1x25	1954	95.45	95.45	1.0
	GAS Liander	Onkelboerensteeg	1011HH	1011HH	AMSTERDAM	GAS	KVB	22	100.0	100.0	100	G4	1203	0.0	95.45	
	GAS Liander	Zandstraat	1011HJ	1011HJ	AMSTERDAM	GAS	KVB	14	100.0	100.0	79	G4	1493	0.0	57.14	
	Liander N.V. (NW)	Zandstraat	1011HJ	1011HJ	AMSTERDAM	ELK	KVB	16	100.0	100.0	44	1x25	2472	56.25	56.25	1.0
	Liander N.V. (NW)	Zandstraat	1011HK	1011HK	AMSTERDAM	ELK	KVB	11	100.0	100.0	64	1x25	2679	81.82	72.73	1.3
	GAS Liander	Zandstraat	1011HK	1011HK	AMSTERDAM	GAS	KVB	10	100.0	100.0	90	G4	1916	0.0	70.0	
	Liander N.V. (NW)	Zandstraat	1011HL	1011HL	AMSTERDAM	ELK	KVB	21	100.0	100.0	67	1x25	1689	80.95	80.95	1.0
	GAS Liander	Zandstraat	1011HL	1011HL	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	1138	0.0	80.0	
	GAS Liander	Zanddwarsstraat	1011HM	1011HP	AMSTERDAM	GAS	KVB	24	100.0	100.0	83	G4	1621	0.0	95.83	
Liander N.V.	Liander N.V. (NW)	Zanddwarsstraat	1011HM	1011HP	AMSTERDAM	ELK	KVB	27	100.0	96.3	59	1x25	2401	88.89	88.89	1.5
	GAS Liander	Groenburgwal	1011HR	1011HR	AMSTERDAM	GAS	KVB	42	100.0	100.0	90	G4	1525	0.0	83.33	
	Liander N.V. (NW)	Groenburgwal	1011HR	1011HR	AMSTERDAM	ELK	KVB	47	100.0	100.0	79	1x25	4067	85.11	85.11	1.0
Liander N.V.	Liander N.V. (NW)	Groenburgwal	1011HS	1011HS	AMSTERDAM	ELK	KVB	44	100.0	95.45	41	1x25	2270	75.0	75.0	1.0
	GAS Liander	Groenburgwal	1011HS	1011HS	AMSTERDAM	GAS	KVB	38	100.0	100.0	89	G4	1280	0.0	81.58	
	Liander N.V. (NW)	Groenburgwal	1011HT	1011HT	AMSTERDAM	ELK	KVB	23	95.65	100.0	52	1x25	2905	95.65	95.65	1.0
	GAS Liander	Groenburgwal	1011HT	1011HT	AMSTERDAM	GAS	KVB	20	100.0	100.0	90	G4	1710	0.0	95.0	
	GAS Liander	Groenburgwal	1011HV	1011HV	AMSTERDAM	GAS	KVB	20	100.0	100.0	85	G4	1305	0.0	90.0	
	Liander N.V. (NW)	Groenburgwal	1011HV	1011HV	AMSTERDAM	ELK	KVB	22	100.0	100.0	59	1x25	2743	90.91	90.91	1.0
	GAS Liander	Groenburgwal	1011HW	1011HW	AMSTERDAM	GAS	KVB	23	100.0	100.0	91	G4	2108	0.0	78.26	
	Liander N.V. (NW)	Groenburgwal	1011HW	1011HW	AMSTERDAM	ELK	KVB	29	100.0	96.55	41	1x25	3671	79.31	72.41	1.2
	GAS Liander	Groenburgwal	1011HX	1011HX	AMSTERDAM	GAS	KVB	11	100.0	100.0	91	G4	1450	0.0	90.91	
	Liander N.V. (NW)	Groenburgwal	1011HX	1011HX	AMSTERDAM	ELK	KVB	13	100.0	92.31	54	1x25	2136	84.62	84.62	1.0
	GAS Liander	Verversstraat	1011HZ	1011HZ	AMSTERDAM	GAS	KVB	38	100.0	100.0	87	G4	1427	0.0	97.37	
	Liander N.V. (NW)	Verversstraat	1011HZ	1011HZ	AMSTERDAM	ELK	KVB	42	100.0	100.0	69	1x25	3559	95.24	95.24	1.0
Liander N.V.	GAS Liander	Verversstraat	1011JA	1011JA	AMSTERDAM	GAS	KVB	19	100.0	89.47	79	G4	1688	0.0	84.21	
Liander N.V.	Liander N.V. (NW)	Verversstraat	1011JA	1011JA	AMSTERDAM	ELK	KVB	24	100.0	95.83	46	1x25	1947	75.0	75.0	1.0
	Liander N.V. (NW)	Zwanenburgwal	1011JB	1011JB	AMSTERDAM	ELK	KVB	39	100.0	100.0	69	1x25	2164	74.36	76.92	1.0
	GAS Liander	Zwanenburgwal	1011JB	1011JB	AMSTERDAM	GAS	KVB	36	100.0	97.22	89	G4	1075	0.0	75.0	
	Liander N.V. (NW)	Zwanenburgwal	1011JC	1011JG	AMSTERDAM	ELK	KVB	23	100.0	91.3	48	1x35	1695	73.91	69.57	1.0
Liander N.V.	GAS Liander	Zwanenburgwal	1011JC	1011JH	AMSTERDAM	GAS	KVB	92	100.0	94.57	95	G4	1411	0.0	75.0	
Liander N.V.	Liander N.V. (NW)	Zwanenburgwal	1011JH	1011JH	AMSTERDAM	ELK	KVB	97	100.0	85.57	39	1x35	3577	67.01	63.92	1.1
Liander N.V.	Liander N.V. (NW)	Staalstraat	1011JJ	1011JJ	AMSTERDAM	ELK	KVB	12	100.0	83.33	42	1x25	5927	25.0	8.33	1.2
	GAS Liander	Staalstraat	1011JJ	1011JJ	AMSTERDAM	GAS	KVB	10	100.0	100.0	80	G4	2308	0.0	10.0	
Liander N.V.	GAS Liander	Staalstraat	1011JK	1011JK	AMSTERDAM	GAS	KVB	12	100.0	83.33	92	G4	977	0.0	41.67	
Liander N.V.	Liander N.V. (NW)	Staalstraat	1011JK	1011JK	AMSTERDAM	ELK	KVB	12	83.33	83.33	42	1x35	6474	41.67	41.67	1.0
	Liander N.V. (NW)	Staalstraat	1011JL	1011JL	AMSTERDAM	ELK	KVB	30	100.0	100.0	50	1x25	7055	56.67	50.0	1.2
	GAS Liander	Staalstraat	1011JL	1011JL	AMSTERDAM	GAS	KVB	27	100.0	100.0	96	G4	1158	0.0	48.15	
Liander N.V.	Liander N.V. (NW)	Staalstraat	1011JM	1011JM	AMSTERDAM	ELK	KVB	14	100.0	71.43	64	1x25	4955	14.29	7.14	1.1
Liander N.V.	GAS Liander	Staalstraat	1011JM	1011JM	AMSTERDAM	GAS	KVB	14	100.0	71.43	86	G4	1580	0.0	7.14	
	Liander N.V. (NW)	Staalkade	1011JN	1011JN	AMSTERDAM	ELK	KVB	18	100.0	100.0	44	1x25	2910	88.89	88.89	1.0
	GAS Liander	Staalkade	1011JN	1011JN	AMSTERDAM	GAS	KVB	16	100.0	100.0	81	G4	1553	0.0	93.75	
	GAS Liander	Nieuwmarkt	1011JP	1011JP	AMSTERDAM	GAS	KVB	11	100.0	100.0	91	G4	1909	0.0	100.0	
	Liander N.V. (NW)	Nieuwmarkt	1011JP	1011JP	AMSTERDAM	ELK	KVB	14	100.0	92.86	43	1x25	8268	85.71	92.86	
	Liander N.V. (NW)	Nieuwmarkt	1011JR	1011JR	AMSTERDAM	ELK	KVB	18	100.0	72.22	61	1x25	10266	94.44	72.22	
	GAS Liander	Nieuwmarkt	1011JR	1011JR	AMSTERDAM	GAS	KVB	16	100.0	75.0	100	G4	1884	0.0	75.0	
	GAS Liander	Nieuwmarkt	1011JS	1011JT	AMSTERDAM	GAS	KVB	20	100.0	100.0	75	G4	2760	0.0	35.0	
Liander N.V.	Liander N.V. (NW)	Nieuwmarkt	1011JS	1011JT	AMSTERDAM	ELK	KVB	28	100.0	85.71	32	1x25	20158	35.71	32.14	1.1
Liander N.V.	GAS Liander	Kloveniersburgwal	1011JV	1011JV	AMSTERDAM	GAS	KVB	17	100.0	94.12	76	G4	2056	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Kloveniersburgwal	1011JV	1011JV	AMSTERDAM	ELK	KVB	20	100.0	95.0	35	1x25	4855	15.0	10.0	1.1
	Liander N.V. (NW)	Kloveniersburgwal	1011JW	1011JW	AMSTERDAM	ELK	KVB	20	100.0	75.0	70	3x25	4580	70.0	45.0	1.5
	GAS Liander	Kloveniersburgwal	1011JW	1011JW	AMSTERDAM	GAS	KVB	16	100.0	81.25	75	G4	1699	0.0	50.0	
	GAS Liander	Kloveniersburgwal	1011JX	1011JX	AMSTERDAM	GAS	KVB	12	100.0	91.67	75	G4	2872	0.0	8.33	
Liander N.V.	Liander N.V. (NW)	Kloveniersburgwal	1011JX	1011JX	AMSTERDAM	ELK	KVB	16	100.0	87.5	69	1x25	3647	37.5	12.5	1.3
	Liander N.V. (NW)	Kloveniersburgwal	1011JZ	1011JZ	AMSTERDAM	ELK	KVB	19	100.0	94.74	74	1x25	6880	21.05	15.79	1.1
	GAS Liander	Kloveniersburgwal	1011JZ	1011JZ	AMSTERDAM	GAS	KVB	14	100.0	100.0	86	G4	2110	0.0	14.29	
	GAS Liander	Kloveniersburgwal	1011KA	1011KA	AMSTERDAM	GAS	KVB	30	100.0	100.0	97	G4	1620	0.0	36.67	
	Liander N.V. (NW)	Kloveniersburgwal	1011KA	1011KA	AMSTERDAM	ELK	KVB	35	100.0	94.29	74	1x25	3708	42.86	37.14	1.1
	Liander N.V. (NW)	Kloveniersburgwal	1011KB	1011KB	AMSTERDAM	ELK	KVB	27	100.0	96.3	59	3x25	6348	88.89	88.89	1.0
	GAS Liander	Kloveniersburgwal	1011KB	1011KB	AMSTERDAM	GAS	KVB	21	100.0	100.0	81	G4	3105	0.0	90.48	
Liander N.V.	Liander N.V. (NW)	Kloveniersburgwal	1011KC	1011KC	AMSTERDAM	ELK	KVB	29	100.0	89.66	48	1x25	3501	79.31	75.86	1.0
	GAS Liander	Kloveniersburgwal	1011KC	1011KC	AMSTERDAM	GAS	KVB	24	100.0	100.0	88	G4	1742	0.0	83.33	
	GAS Liander	Kloveniersburgwal	1011KD	1011KD	AMSTERDAM	GAS	KVB	20	100.0	75.0	90	G4	2259	0.0	65.0	
	Liander N.V. (NW)	Kloveniersburgwal	1011KD	1011KD	AMSTERDAM	ELK	KVB	23	100.0	73.91	43	1x35	8376	91.3	65.22	2.0
	GAS Liander	Kloveniersburgwal	1011KE	1011KH	AMSTERDAM	GAS	KVB	23	100.0	100.0	70	G4	3503	0.0	73.91	
Liander N.V.	Liander N.V. (NW)	Kloveniersburgwal	1011KE	1011KE	AMSTERDAM	ELK	KVB	11	100.0	63.64	55	3x25	9707	45.45	36.36	1.0
	Liander N.V. (NW)	Raamgracht	1011KH	1011KH	AMSTERDAM	ELK	KVB	21	100.0	90.48	48	1x25	2913	71.43	71.43	1.0
Liander N.V.	Liander N.V. (NW)	Raamgracht	1011KJ	1011KJ	AMSTERDAM	ELK	KVB	38	97.37	94.74	58	1x25	2147	57.89	57.89	1.0
Liander N.V.	GAS Liander	Raamgracht	1011KJ	1011KJ	AMSTERDAM	GAS	KVB	33	100.0	96.97	94	G4	1169	0.0	57.58	
	GAS Liander	Raamgracht	1011KK	1011KK	AMSTERDAM	GAS	KVB	34	100.0	79.41	97	G4	1324	0.0	5.88	
	Liander N.V. (NW)	Raamgracht	1011KK	1011KK	AMSTERDAM	ELK	KVB	43	100.0	74.42	49	1x25	3835	34.88	4.65	1.1
	Liander N.V. (NW)	Raamgracht AB	1011KL	1011KM	AMSTERDAM	ELK	KVB	16	100.0	87.5	38	3x25	4526	68.75	62.5	1.0
	GAS Liander	Raamgracht AB	1011KL	1011KM	AMSTERDAM	GAS	KVB	13	100.0	100.0	85	G4	2222	0.0	61.54	
	GAS Liander	's-Gravelandse Veer	1011KN	1011KN	AMSTERDAM	GAS	KVB	21	100.0	95.24	90	G4	1243	0.0	66.67	
	Liander N.V. (NW)	's-Gravelandse Veer	1011KN	1011KN	AMSTERDAM	ELK	KVB	22	95.45	95.45	55	1x25	2110	63.64	68.18	1.0
Liander N.V.	Liander N.V. (NW)	Oudeschans	1011KP	1011KP	AMSTERDAM	ELK	KVB	33	100.0	72.73	48	3x25	2802	21.21	21.21	1.0
Liander N.V.	GAS Liander	Oudeschans	1011KP	1011KP	AMSTERDAM	GAS	KVB	27	100.0	77.78	74	G4	1304	0.0	25.93	
Liander N.V.	Liander N.V. (NW)	Oudeschans	1011KR	1011KR	AMSTERDAM	ELK	KVB	24	100.0	83.33	50	1x25	2222	45.83	45.83	1.0
Liander N.V.	GAS Liander	Oudeschans	1011KR	1011KR	AMSTERDAM	GAS	KVB	20	100.0	85.0	70	G4	1210	0.0	45.0	
	GAS Liander	Oudeschans	1011KS	1011KS	AMSTERDAM	GAS	KVB	13	100.0	100.0	100	G4	1671	0.0	53.85	
	Liander N.V. (NW)	Oudeschans	1011KS	1011KS	AMSTERDAM	ELK	KVB	15	100.0	100.0	47	1x25	2684	53.33	53.33	1.0
	GAS Liander	Oudeschans	1011KT	1011KT	AMSTERDAM	GAS	KVB	27	100.0	96.3	96	G4	1864	0.0	81.48	
	Liander N.V. (NW)	Oudeschans	1011KT	1011KT	AMSTERDAM	ELK	KVB	29	100.0	100.0	62	1x25	2823	86.21	86.21	1.0
	Liander N.V. (NW)	Oudeschans	1011KV	1011KW	AMSTERDAM	ELK	KVB	92	98.91	96.74	35	1x35	2509	32.61	30.43	1.1
	GAS Liander	Oudeschans	1011KV	1011KW	AMSTERDAM	GAS	KVB	87	100.0	98.85	98	G4	1069	0.0	31.03	
Liander N.V.	Liander N.V. (NW)	Oudeschans	1011KX	1011KZ	AMSTERDAM	ELK	KVB	44	100.0	84.09	43	1x25	3706	36.36	29.55	1.0
	GAS Liander	Oudeschans	1011KX	1011KZ	AMSTERDAM	GAS	KVB	34	100.0	91.18	82	G4	1809	0.0	35.29	
Liander N.V.	GAS Liander	Oudeschans	1011LA	1011LA	AMSTERDAM	GAS	KVB	11	100.0	90.91	64	G4	1344	0.0	45.45	
	Liander N.V. (NW)	Oudeschans	1011LA	1011LA	AMSTERDAM	ELK	KVB	12	100.0	91.67	50	1x35	1921	41.67	41.67	1.0
	Liander N.V. (NW)	Oudeschans	1011LB	1011LB	AMSTERDAM	ELK	KVB	29	100.0	96.55	52	1x25	3242	37.93	31.03	1.1
	GAS Liander	Oudeschans	1011LB	1011LB	AMSTERDAM	GAS	KVB	26	100.0	100.0	100	G4	1188	0.0	30.77	
	GAS Liander	Oudeschans	1011LC	1011LC	AMSTERDAM	GAS	KVB	14	100.0	92.86	93	G4	1737	0.0	78.57	
	Liander N.V. (NW)	Oudeschans	1011LC	1011LC	AMSTERDAM	ELK	KVB	14	100.0	100.0	57	1x35	2985	85.71	85.71	1.0
	GAS Liander	Oudeschans	1011LD	1011LD	AMSTERDAM	GAS	KVB	41	100.0	100.0	98	G4	1373	0.0	58.54	
	Liander N.V. (NW)	Oudeschans	1011LD	1011LD	AMSTERDAM	ELK	KVB	50	98.0	100.0	56	1x25	2820	60.0	58.0	1.0
	GAS Liander	Oudeschans	1011LE	1011LE	AMSTERDAM	GAS	KVB	38	100.0	100.0	97	G4	1370	0.0	7.89	
Liander N.V.	Liander N.V. (NW)	Oudeschans	1011LE	1011LE	AMSTERDAM	ELK	KVB	44	100.0	95.45	41	1x25	2338	13.64	11.36	1.0
	GAS Liander	Oudeschans AB	1011LG	1011LH	AMSTERDAM	GAS	KVB	22	100.0	100.0	100	G4	1208	0.0	4.55	
Liander N.V.	Liander N.V. (NW)	Oudeschans AB	1011LG	1011LG	AMSTERDAM	ELK	KVB	10	100.0	80.0	50	1x35	2893	0.0	0.0	1.0
	Liander N.V. (NW)	Oostersekade	1011LH	1011LH	AMSTERDAM	ELK	KVB	20	100.0	100.0	70	1x25	2278	10.0	5.0	1.1
	GAS Liander	Nieuwe Batavierstraat	1011LJ	1011LJ	AMSTERDAM	GAS	KVB	15	100.0	100.0	93	G4	982	0.0	26.67	
	Liander N.V. (NW)	Nieuwe Batavierstraat	1011LJ	1011LJ	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x25	2483	25.0	25.0	1.0
	GAS Liander	Nieuwe Batavierstraat	1011LK	1011LL	AMSTERDAM	GAS	KVB	30	100.0	96.67	90	G4	1693	0.0	0.0	
	Liander N.V. (NW)	Nieuwe Batavierstraat	1011LK	1011LL	AMSTERDAM	ELK	KVB	32	100.0	100.0	63	1x35	2695	12.5	0.0	1.1
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011LM	1011LM	AMSTERDAM	ELK	KVB	122	100.0	98.36	45	1x25	3212	52.46	48.36	1.1
	GAS Liander	Nieuwe Uilenburgerstraat	1011LM	1011LM	AMSTERDAM	GAS	KVB	115	100.0	100.0	97	G4	1040	0.0	50.43	
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011LN	1011LP	AMSTERDAM	ELK	KVB	17	100.0	88.24	71	1x25	2010	11.76	5.88	1.0
	GAS Liander	Nieuwe Uilenburgerstraat	1011LN	1011LP	AMSTERDAM	GAS	KVB	15	100.0	100.0	93	G4	1298	0.0	6.67	
	GAS Liander	Nieuwe Uilenburgerstraat	1011LR	1011LR	AMSTERDAM	GAS	KVB	14	100.0	100.0	93	G4	1017	0.0	50.0	
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011LR	1011LR	AMSTERDAM	ELK	KVB	14	100.0	100.0	50	1x35	2048	57.14	50.0	1.1
	GAS Liander	Nieuwe Uilenburgerstraat	1011LS	1011LS	AMSTERDAM	GAS	KVB	13	100.0	100.0	92	G4	1270	0.0	0.0	
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011LS	1011LS	AMSTERDAM	ELK	KVB	13	100.0	100.0	100	1x25	1379	0.0	0.0	1.0
	GAS Liander	Nieuwe Uilenburgerstraat	1011LT	1011LT	AMSTERDAM	GAS	KVB	13	100.0	92.31	100	G4	795	0.0	7.69	
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011LT	1011LT	AMSTERDAM	ELK	KVB	14	100.0	92.86	71	1x25	1641	14.29	7.14	1.0
	GAS Liander	Nieuwe Uilenburgerstraat	1011LV	1011LV	AMSTERDAM	GAS	KVB	16	100.0	100.0	94	G4	1007	0.0	18.75	
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011LV	1011LV	AMSTERDAM	ELK	KVB	16	100.0	100.0	75	1x25	1984	25.0	18.75	1.1
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011LW	1011LW	AMSTERDAM	ELK	KVB	32	100.0	96.88	88	1x25	1433	3.13	0.0	1.0
	GAS Liander	Nieuwe Uilenburgerstraat	1011LW	1011LW	AMSTERDAM	GAS	KVB	31	100.0	100.0	94	G4	891	0.0	0.0	
	GAS Liander	Nieuwe Uilenburgerstraat	1011LX	1011LZ	AMSTERDAM	GAS	KVB	32	100.0	59.38	75	G4	2422	0.0	3.13	
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011LX	1011LX	AMSTERDAM	ELK	KVB	10	100.0	80.0	60	3x25	10640	40.0	10.0	1.3
Liander N.V.	Liander N.V. (NW)	Valkenburgerstraat	1011LZ	1011LZ	AMSTERDAM	ELK	KVB	94	100.0	85.11	53	1x35	3801	15.96	7.45	1.1
	GAS Liander	Nieuwmarkt	1011MA	1011MB	AMSTERDAM	GAS	KVB	40	100.0	100.0	100	G4	764	0.0	75.0	
Liander N.V.	Liander N.V. (NW)	Nieuwmarkt	1011MA	1011MB	AMSTERDAM	ELK	KVB	43	100.0	93.02	91	1x25	2405	72.09	69.77	1.0
	Liander N.V. (NW)	Krom Boomssloot	1011MC	1011MG	AMSTERDAM	ELK	KVB	44	100.0	100.0	45	1x35	3317	27.27	20.45	1.1
	GAS Liander	Krom Boomssloot	1011MC	1011MX	AMSTERDAM	GAS	KVB	45	100.0	100.0	100	G4	862	0.0	20.0	
Liander N.V.	Liander N.V. (NW)	Valkenburgerstraat	1011MH	1011MH	AMSTERDAM	ELK	KVB	48	100.0	97.92	56	3x25	3450	6.25	2.08	1.0
	Liander N.V. (NW)	Valkenburgerstraat	1011MJ	1011MJ	AMSTERDAM	ELK	KVB	32	100.0	100.0	47	3x25	6936	18.75	3.13	1.2
	Liander N.V. (NW)	Rapenburgerstraat	1011MK	1011MK	AMSTERDAM	ELK	KVB	55	100.0	100.0	75	1x35	2286	5.45	3.64	1.0
	Liander N.V. (NW)	Rapenburgerstraat	1011ML	1011ML	AMSTERDAM	ELK	KVB	44	100.0	100.0	89	1x35	2313	4.55	2.27	1.0
	Liander N.V. (NW)	Rapenburgerstraat	1011MN	1011MN	AMSTERDAM	ELK	KVB	65	98.46	100.0	80	1x35	2536	7.69	7.69	1.0
	Liander N.V. (NW)	Anne Frankstraat	1011MP	1011MP	AMSTERDAM	ELK	KVB	22	100.0	100.0	59	1x35	2797	0.0	0.0	1.0
	Liander N.V. (NW)	Koerierstersplein	1011MR	1011MR	AMSTERDAM	ELK	KVB	18	100.0	100.0	56	1x35	2764	0.0	0.0	1.0
	Liander N.V. (NW)	Februariplein	1011MT	1011MT	AMSTERDAM	ELK	KVB	18	100.0	100.0	67	1x35	2848	11.11	5.56	1.1
	Liander N.V. (NW)	Markenplein	1011MV	1011MV	AMSTERDAM	ELK	KVB	27	100.0	100.0	67	1x35	2210	11.11	11.11	1.0
	Liander N.V. (NW)	Uilenburgerwerf	1011MX	1011MX	AMSTERDAM	ELK	KVB	38	100.0	100.0	92	1x35	2272	5.26	2.63	1.0
	Liander N.V. (NW)	Uilenburgerwerf	1011MZ	1011MZ	AMSTERDAM	ELK	KVB	32	100.0	96.88	97	1x35	3099	6.25	3.13	1.0
	GAS Liander	Uilenburgerwerf	1011MZ	1011MZ	AMSTERDAM	GAS	KVB	31	100.0	96.77	100	G4	710	0.0	3.23	
Liander N.V.	Liander N.V. (NW)	Valkenburgerstraat	1011NA	1011NA	AMSTERDAM	ELK	KVB	100	100.0	77.0	58	3x25	4528	63.0	51.0	1.0
Liander N.V.	GAS Liander	Valkenburgerstraat	1011NA	1011NA	AMSTERDAM	GAS	KVB	77	100.0	70.13	82	G4	1270	0.0	64.94	
	Liander N.V. (NW)	Valkenburgerstraat	1011NB	1011NB	AMSTERDAM	ELK	KVB	23	100.0	95.65	43	1x25	4634	52.17	47.83	1.1
	GAS Liander	Valkenburgerstraat	1011NB	1011NB	AMSTERDAM	GAS	KVB	18	100.0	100.0	94	G4	796	0.0	50.0	
Liander N.V.	Liander N.V. (NW)	Valkenburgerstraat	1011NC	1011NC	AMSTERDAM	ELK	KVB	107	100.0	85.98	91	3x25	3880	5.61	2.8	1.0
	GAS Liander	Valkenburgerstraat	1011NC	1011NC	AMSTERDAM	GAS	KVB	92	100.0	98.91	99	G4	842	0.0	2.17	
	GAS Liander	Valkenburgerstraat	1011ND	1011ND	AMSTERDAM	GAS	KVB	24	100.0	100.0	96	G4	705	0.0	79.17	
Liander N.V.	Liander N.V. (NW)	Valkenburgerstraat	1011ND	1011ND	AMSTERDAM	ELK	KVB	32	100.0	93.75	41	3x25	5365	78.13	65.63	1.4
	Liander N.V. (NW)	Zakslootje	1011NE	1011NK	AMSTERDAM	ELK	KVB	40	100.0	92.5	30	1x35	13291	42.5	30.0	1.2
	GAS Liander	Zakslootje	1011NE	1011NK	AMSTERDAM	GAS	KVB	29	100.0	93.1	76	G4	4330	0.0	34.48	
	GAS Liander	Jodenbreestraat	1011NM	1011NS	AMSTERDAM	GAS	KVB	68	100.0	97.06	93	G4	1181	0.0	73.53	
Liander N.V.	Liander N.V. (NW)	Jodenbreestraat	1011NM	1011NS	AMSTERDAM	ELK	KVB	77	100.0	92.21	51	1x25	6172	76.62	67.53	1.2
	GAS Liander	Waterlooplein	1011NV	1011NV	AMSTERDAM	GAS	KVB	34	100.0	94.12	94	G4	1606	0.0	5.88	
Liander N.V.	Liander N.V. (NW)	Waterlooplein	1011NV	1011NV	AMSTERDAM	ELK	KVB	43	100.0	93.02	49	1x35	3775	27.91	11.63	1.2
	GAS Liander	Waterlooplein	1011NX	1011PB	AMSTERDAM	GAS	KVB	40	100.0	100.0	98	G4	845	0.0	70.0	
	Liander N.V. (NW)	Waterlooplein	1011NX	1011PB	AMSTERDAM	ELK	KVB	44	100.0	100.0	57	1x25	3002	72.73	65.91	1.3
Liander N.V.	Liander N.V. (NW)	Waterlooplein	1011PC	1011PG	AMSTERDAM	ELK	KVB	182	99.45	89.56	49	1x25	6273	53.85	48.35	1.1
Liander N.V.	GAS Liander	Waterlooplein	1011PC	1011PG	AMSTERDAM	GAS	KVB	142	100.0	95.77	94	G4	1176	0.0	59.15	
	Liander N.V. (NW)	Nieuwe Amstelstraat	1011PL	1011PL	AMSTERDAM	ELK	KVB	49	100.0	97.96	61	1x25	1706	53.06	55.1	1.0
	GAS Liander	Nieuwe Amstelstraat	1011PL	1011PL	AMSTERDAM	GAS	KVB	44	100.0	100.0	100	G4	887	0.0	59.09	
Liander N.V.	Liander N.V. (NW)	Nieuwe Amstelstraat	1011PM	1011PM	AMSTERDAM	ELK	KVB	26	100.0	84.62	73	1x25	4044	50.0	46.15	1.1
	GAS Liander	Nieuwe Amstelstraat	1011PM	1011PM	AMSTERDAM	GAS	KVB	21	100.0	95.24	90	G4	2522	0.0	57.14	
Liander N.V.	Liander N.V. (NW)	Amstel	1011PN	1011PN	AMSTERDAM	ELK	KVB	10	100.0	0.0	30	OBK	11964	30.0	0.0	
Liander N.V.	Liander N.V. (NW)	Amstel	1011PT	1011PT	AMSTERDAM	ELK	KVB	28	100.0	71.43	39	1x35	5772	21.43	10.71	1.1
	GAS Liander	Amstel	1011PT	1011PT	AMSTERDAM	GAS	KVB	17	100.0	94.12	94	G4	1504	0.0	11.76	
Liander N.V.	Liander N.V. (NW)	Amstel	1011PV	1011PV	AMSTERDAM	ELK	KVB	12	100.0	83.33	42	1x35	2165	41.67	33.33	1.0
	GAS Liander	Amstel	1011PV	1011PW	AMSTERDAM	GAS	KVB	22	100.0	90.91	91	G4	1219	0.0	40.91	
Liander N.V.	Liander N.V. (NW)	Amstel	1011PW	1011PW	AMSTERDAM	ELK	KVB	17	100.0	82.35	59	1x25	3684	41.18	41.18	1.0
Liander N.V.	Liander N.V. (NW)	Amstel AB	1011PX	1011PX	AMSTERDAM	ELK	KVB	14	100.0	50.0	50	1x35	4530	7.14	7.14	1.0
	GAS Liander	Amstel AB	1011PX	1011RA	AMSTERDAM	GAS	KVB	24	100.0	87.5	96	G4	1464	0.0	4.17	
	Liander N.V. (NW)	Muiderstraat	1011PZ	1011PZ	AMSTERDAM	ELK	KVB	12	100.0	75.0	50	1x6	8190	16.67	0.0	2.0
	Liander N.V. (NW)	Muiderstraat	1011RA	1011RA	AMSTERDAM	ELK	KVB	16	100.0	93.75	56	1x25	2553	0.0	0.0	1.0
	GAS Liander	Muiderstraat	1011RB	1011RC	AMSTERDAM	GAS	KVB	17	100.0	94.12	76	G4	1831	0.0	35.29	
	Liander N.V. (NW)	Muiderstraat	1011RB	1011RC	AMSTERDAM	ELK	KVB	19	100.0	94.74	47	1x25	5720	42.11	31.58	1.2
